mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones,categoria_operacion
200502.0,SCAP,D,4.0,BAJA
200502.0,SCAR,D,533.0,ALTA
200502.0,SCAR,I,66.0,BAJA
200502.0,SCAT,D,251.0,MEDIA
200502.0,SCAT,I,1.0,BAJA
200502.0,SCBA,D,430.0,MEDIA
200502.0,SCBA,I,1.0,BAJA
200502.0,SCCC,D,94.0,BAJA
200502.0,SCCF,D,174.0,MEDIA
200502.0,SCCF,I,3.0,BAJA
200502.0,SCCH,D,437.0,MEDIA
200502.0,SCCI,D,768.0,ALTA
200502.0,SCCI,I,71.0,BAJA
200502.0,SCCY,D,443.0,MEDIA
200502.0,SCDA,D,1570.0,MUY ALTA
200502.0,SCDA,I,15.0,BAJA
200502.0,SCEL,D,3165.0,MUY ALTA
202301.0,SCEL,I,2975.0,MUY ALTA
200502.0,SCES,D,67.0,BAJA
202301.0,SCFA,D,1237.0,MUY ALTA
200502.0,SCFA,I,2.0,BAJA
200502.0,SCFM,D,99.0,BAJA
200502.0,SCFT,D,26.0,BAJA
200502.0,SCGE,D,178.0,MEDIA
200502.0,SCGZ,D,56.0,BAJA
200502.0,SCGZ,I,26.0,BAJA
200502.0,SCHA,D,10.0,BAJA
200502.0,SCHR,D,53.0,BAJA
200502.0,SCIC,D,337.0,MEDIA
200502.0,SCIE,D,2692.0,MUY ALTA
200502.0,SCEL,I,1.0,BAJA
200502.0,SCIP,D,32.0,BAJA
200502.0,SCIP,I,18.0,BAJA
200502.0,SCJO,D,394.0,MEDIA
200502.0,SCLC,D,922.0,ALTA
200502.0,SCNT,D,48.0,BAJA
200502.0,SCNT,I,42.0,BAJA
200502.0,SCRD,D,1081.0,MUY ALTA
200502.0,SCRM,D,24.0,BAJA
200502.0,SCSE,D,551.0,ALTA
200502.0,SCSE,I,174.0,MEDIA
200502.0,SCTB,D,4970.0,MUY ALTA
202301.0,SCTC,D,174.0,MEDIA
200502.0,SCTC,I,2.0,BAJA
200502.0,SCTE,D,1884.0,MUY ALTA
200502.0,SCTE,I,49.0,BAJA
200502.0,SCTI,D,2674.0,MUY ALTA
200502.0,SCTN,D,343.0,MEDIA
200502.0,SCVD,D,162.0,MEDIA
200502.0,SCVM,D,10.0,BAJA
200503.0,SCAP,D,1.0,BAJA
200503.0,SCAR,D,575.0,ALTA
200503.0,SCAR,I,75.0,BAJA
200503.0,SCAT,D,265.0,MEDIA
200503.0,SCBA,D,380.0,MEDIA
200503.0,SCCC,D,94.0,BAJA
200503.0,SCCF,D,455.0,MEDIA
200503.0,SCCF,I,3.0,BAJA
200503.0,SCCH,D,433.0,MEDIA
200503.0,SCCI,D,665.0,ALTA
200503.0,SCCI,I,62.0,BAJA
200503.0,SCCY,D,343.0,MEDIA
200503.0,SCDA,D,1629.0,MUY ALTA
200503.0,SCDA,I,40.0,BAJA
200503.0,SCEL,D,174.0,MEDIA
200503.0,SCEL,I,3238.0,MUY ALTA
200503.0,SCES,D,72.0,BAJA
200503.0,SCFA,D,1408.0,MUY ALTA
200503.0,SCFA,I,5.0,BAJA
200503.0,SCFM,D,174.0,MEDIA
200503.0,SCFT,D,6.0,BAJA
200503.0,SCGE,D,222.0,MEDIA
200503.0,SCGZ,D,66.0,BAJA
202301.0,SCGZ,I,13.0,BAJA
200503.0,SCHR,D,65.0,BAJA
200503.0,SCIC,D,276.0,MEDIA
200503.0,SCIE,D,2212.0,MUY ALTA
200503.0,SCEL,I,2.0,BAJA
200503.0,SCIP,D,36.0,BAJA
200503.0,SCIP,I,174.0,MEDIA
200503.0,SCJO,D,174.0,MEDIA
200503.0,SCLC,D,610.0,ALTA
200503.0,SCNT,D,71.0,BAJA
200503.0,SCNT,I,15.0,BAJA
200503.0,SCRD,D,774.0,ALTA
200503.0,SCRM,D,13.0,BAJA
200503.0,SCSE,D,546.0,ALTA
200503.0,SCSE,I,6.0,BAJA
200503.0,SCTB,D,5858.0,MUY ALTA
200503.0,SCTC,D,1013.0,MUY ALTA
200503.0,SCEL,I,6.0,BAJA
200503.0,SCTE,D,1635.0,MUY ALTA
200503.0,SCTE,I,28.0,BAJA
200503.0,SCTI,D,3387.0,MUY ALTA
200503.0,SCEL,D,142.0,MEDIA
200503.0,SCVM,D,1118.0,MUY ALTA
200504.0,SCAR,D,542.0,ALTA
200504.0,SCAR,I,65.0,BAJA
200504.0,SCAT,D,295.0,MEDIA
200504.0,SCAT,I,1.0,BAJA
200504.0,SCBA,D,377.0,MEDIA
200504.0,SCBA,I,2.0,BAJA
200504.0,SCCC,D,159.0,MEDIA
200504.0,SCCF,D,444.0,MEDIA
200504.0,SCCH,D,360.0,MEDIA
200504.0,SCCI,D,577.0,ALTA
200504.0,SCEL,I,39.0,BAJA
200504.0,SCCY,D,370.0,MEDIA
200504.0,SCDA,D,1399.0,MUY ALTA
200504.0,SCDA,I,74.0,BAJA
200504.0,SCEL,D,3048.0,MUY ALTA
200504.0,SCEL,I,2966.0,MUY ALTA
200504.0,SCES,D,84.0,BAJA
200504.0,SCFA,D,174.0,MEDIA
200504.0,SCFA,I,6.0,BAJA
200504.0,SCFM,D,139.0,MEDIA
200504.0,SCEL,D,254.0,MEDIA
200504.0,SCEL,D,44.0,BAJA
200504.0,SCGZ,I,24.0,BAJA
200504.0,SCHR,D,33.0,BAJA
200504.0,SCIC,D,432.0,MEDIA
200504.0,SCIE,D,1392.0,MUY ALTA
200504.0,SCIE,I,5.0,BAJA
200504.0,SCIP,D,28.0,BAJA
200504.0,SCIP,I,20.0,BAJA
200504.0,SCJO,D,343.0,MEDIA
200504.0,SCLC,D,867.0,ALTA
200504.0,SCNT,D,22.0,BAJA
200504.0,SCRD,D,692.0,ALTA
200504.0,SCSE,D,613.0,ALTA
200504.0,SCSE,I,174.0,MEDIA
200504.0,SCTB,D,5261.0,MUY ALTA
200504.0,SCTC,D,1153.0,MUY ALTA
200504.0,SCTC,I,3.0,BAJA
200504.0,SCTE,D,1289.0,MUY ALTA
200504.0,SCTE,I,12.0,BAJA
200504.0,SCTI,D,2940.0,MUY ALTA
200504.0,SCTN,D,191.0,MEDIA
200504.0,SCVD,D,141.0,MEDIA
200504.0,SCVM,D,795.0,ALTA
200505.0,SCAR,D,593.0,ALTA
200505.0,SCAR,I,54.0,BAJA
200505.0,SCAT,D,273.0,MEDIA
200505.0,SCBA,D,314.0,MEDIA
200505.0,SCBA,D,2.0,BAJA
200505.0,SCCC,D,98.0,BAJA
200505.0,SCEL,D,479.0,MEDIA
200505.0,SCCH,D,158.0,MEDIA
200505.0,SCCI,D,593.0,ALTA
200505.0,SCCI,I,12.0,BAJA
200505.0,SCEL,D,174.0,MEDIA
202301.0,SCDA,D,1481.0,MUY ALTA
200505.0,SCDA,I,19.0,BAJA
200505.0,SCEL,D,2984.0,MUY ALTA
200505.0,SCEL,I,2940.0,MUY ALTA
200505.0,SCES,D,97.0,BAJA
200505.0,SCFA,NAN,1411.0,MUY ALTA
200505.0,SCFM,D,128.0,MEDIA
200505.0,SCGE,D,138.0,MEDIA
200505.0,SCGZ,D,44.0,BAJA
200505.0,SCGZ,I,7.0,BAJA
200505.0,SCHR,D,26.0,BAJA
200505.0,SCIC,D,226.0,MEDIA
200505.0,SCIE,D,1074.0,MUY ALTA
200505.0,SCIE,I,3.0,BAJA
200505.0,SCEL,D,25.0,BAJA
200505.0,SCIP,I,20.0,BAJA
200505.0,SCJO,D,185.0,MEDIA
202301.0,SCJO,D,2.0,BAJA
200505.0,SCLC,D,631.0,ALTA
200505.0,SCNT,D,36.0,BAJA
200505.0,SCEL,I,1.0,BAJA
200505.0,SCRD,D,459.0,MEDIA
200505.0,SCSE,D,570.0,ALTA
200505.0,SCSE,I,3.0,BAJA
200505.0,SCTB,D,4273.0,MUY ALTA
200505.0,SCTC,D,782.0,ALTA
200505.0,SCTC,I,6.0,BAJA
200505.0,SCTE,D,1233.0,MUY ALTA
200505.0,SCTE,I,15.0,BAJA
200505.0,SCTI,D,2018.0,MUY ALTA
200505.0,SCTN,D,179.0,MEDIA
200505.0,SCVD,D,139.0,MEDIA
200505.0,SCVM,D,818.0,ALTA
200506.0,SCAR,D,630.0,ALTA
200506.0,SCAR,I,64.0,BAJA
200506.0,SCAT,D,232.0,MEDIA
200506.0,SCBA,D,267.0,MEDIA
200506.0,SCCC,D,44.0,BAJA
200506.0,SCCF,D,174.0,MEDIA
200506.0,SCCH,D,174.0,MEDIA
200506.0,SCCI,D,506.0,ALTA
200506.0,SCCI,I,8.0,BAJA
202301.0,SCCY,D,143.0,MEDIA
200506.0,SCDA,D,1340.0,MUY ALTA
200506.0,SCDA,I,27.0,BAJA
200506.0,SCEL,D,2866.0,MUY ALTA
200506.0,SCEL,I,2883.0,MUY ALTA
200506.0,SCES,D,154.0,MEDIA
200506.0,SCFA,D,1463.0,MUY ALTA
200506.0,SCFA,I,5.0,BAJA
200506.0,SCFM,D,124.0,MEDIA
200506.0,SCGE,D,75.0,BAJA
200506.0,SCGZ,D,41.0,BAJA
200506.0,SCGZ,I,8.0,BAJA
200506.0,SCHR,D,7.0,BAJA
200506.0,SCIC,D,227.0,MEDIA
200506.0,SCEL,D,1031.0,MUY ALTA
200506.0,SCIE,I,6.0,BAJA
200506.0,NAN,D,24.0,BAJA
200506.0,SCEL,I,16.0,BAJA
200506.0,SCJO,D,202.0,MEDIA
200506.0,SCLC,D,388.0,MEDIA
200506.0,SCRD,D,282.0,MEDIA
200506.0,SCSE,D,563.0,ALTA
200506.0,SCTB,D,3176.0,MUY ALTA
200506.0,SCTC,D,707.0,ALTA
202301.0,SCTC,D,6.0,BAJA
200506.0,SCTE,D,1140.0,MUY ALTA
200506.0,SCTE,I,15.0,BAJA
200506.0,SCTI,D,1388.0,MUY ALTA
200506.0,SCTN,D,181.0,MEDIA
200506.0,SCVD,D,100.0,BAJA
200506.0,SCVM,D,523.0,ALTA
200507.0,SCAR,D,628.0,ALTA
200507.0,SCAR,I,52.0,BAJA
200507.0,SCAT,D,250.0,MEDIA
200507.0,SCBA,D,247.0,MEDIA
200507.0,SCBA,I,2.0,BAJA
200507.0,SCCC,D,8.0,BAJA
200507.0,SCCF,D,475.0,MEDIA
200507.0,SCCF,I,1.0,BAJA
200507.0,SCEL,D,203.0,MEDIA
200507.0,SCCI,D,626.0,ALTA
200507.0,SCCI,I,13.0,BAJA
202301.0,SCCY,D,145.0,MEDIA
200507.0,SCDA,D,1527.0,MUY ALTA
200507.0,SCDA,I,23.0,BAJA
200507.0,SCEL,D,3316.0,MUY ALTA
200507.0,SCEL,I,3067.0,MUY ALTA
200507.0,SCES,D,125.0,MEDIA
200507.0,SCFA,D,1572.0,MUY ALTA
200507.0,SCFA,I,2.0,BAJA
200507.0,SCFM,D,127.0,MEDIA
200507.0,SCGE,D,147.0,MEDIA
200507.0,SCGZ,D,42.0,BAJA
200507.0,SCGZ,I,2.0,BAJA
200507.0,SCHR,D,7.0,BAJA
200507.0,SCIC,D,194.0,MEDIA
200507.0,SCIE,D,1190.0,MUY ALTA
200507.0,SCIP,D,37.0,BAJA
200507.0,SCIP,I,21.0,BAJA
200507.0,SCJO,D,288.0,MEDIA
200507.0,SCLC,NAN,776.0,ALTA
200507.0,SCRD,D,467.0,MEDIA
202301.0,SCSE,D,611.0,ALTA
200507.0,SCSE,I,2.0,BAJA
200507.0,SCTB,D,4776.0,MUY ALTA
200507.0,SCTC,D,174.0,MEDIA
200507.0,SCTC,I,1.0,BAJA
200507.0,SCTE,D,1385.0,MUY ALTA
200507.0,SCTE,I,12.0,BAJA
200507.0,SCTI,D,2457.0,MUY ALTA
200507.0,SCTN,D,167.0,MEDIA
200507.0,SCVD,D,138.0,MEDIA
200507.0,SCVM,D,818.0,ALTA
200508.0,SCAR,D,590.0,ALTA
200508.0,SCAR,I,57.0,BAJA
200508.0,SCAT,D,260.0,MEDIA
200508.0,SCBA,D,241.0,MEDIA
200508.0,SCCC,D,30.0,BAJA
200508.0,SCCF,D,481.0,MEDIA
200508.0,SCCH,D,216.0,MEDIA
200508.0,SCCI,D,594.0,ALTA
200508.0,SCCI,I,10.0,BAJA
200508.0,SCCY,D,238.0,MEDIA
200508.0,SCDA,D,1335.0,MUY ALTA
200508.0,SCDA,I,4.0,BAJA
200508.0,SCEL,D,3225.0,MUY ALTA
200508.0,SCEL,I,2956.0,MUY ALTA
200508.0,SCES,D,147.0,MEDIA
200508.0,SCFA,D,1616.0,MUY ALTA
202301.0,SCFA,I,1.0,BAJA
200508.0,SCFM,D,124.0,MEDIA
200508.0,SCGE,D,185.0,MEDIA
200508.0,SCGZ,D,41.0,BAJA
200508.0,SCGZ,I,10.0,BAJA
200508.0,SCHR,D,10.0,BAJA
200508.0,SCIC,D,164.0,MEDIA
200508.0,SCIE,D,1137.0,MUY ALTA
200508.0,SCIE,I,4.0,BAJA
200508.0,SCIP,D,36.0,BAJA
200508.0,SCIP,I,18.0,BAJA
200508.0,SCJO,D,241.0,MEDIA
200508.0,SCLC,D,301.0,MEDIA
200508.0,SCNT,D,2.0,BAJA
200508.0,SCRD,D,504.0,ALTA
200508.0,SCSE,D,545.0,ALTA
200508.0,SCSE,I,1.0,BAJA
200508.0,SCTB,D,4160.0,MUY ALTA
200508.0,SCTC,D,677.0,ALTA
200508.0,SCTC,I,2.0,BAJA
200508.0,SCEL,D,1292.0,MUY ALTA
200508.0,SCTE,I,15.0,BAJA
200508.0,SCTI,D,2512.0,MUY ALTA
200508.0,SCTN,D,150.0,MEDIA
200508.0,SCVD,D,140.0,MEDIA
200509.0,SCAR,D,545.0,ALTA
200509.0,SCAR,I,48.0,BAJA
200509.0,SCAT,D,238.0,MEDIA
200509.0,SCBA,D,246.0,MEDIA
200509.0,SCCC,D,34.0,BAJA
200509.0,SCCF,D,464.0,MEDIA
200509.0,SCCH,D,174.0,MEDIA
200509.0,SCCI,D,568.0,ALTA
202301.0,SCCI,I,14.0,BAJA
200509.0,SCCY,D,257.0,MEDIA
200509.0,SCDA,D,1473.0,MUY ALTA
200509.0,SCDA,I,15.0,BAJA
200509.0,SCEL,D,3009.0,MUY ALTA
200509.0,SCEL,I,2948.0,MUY ALTA
200509.0,SCES,D,137.0,MEDIA
200509.0,SCFA,D,1526.0,MUY ALTA
200509.0,SCFA,I,8.0,BAJA
200509.0,SCFM,D,124.0,MEDIA
200509.0,SCGE,D,272.0,MEDIA
200509.0,SCGZ,D,41.0,BAJA
200509.0,SCGZ,I,2.0,BAJA
200509.0,SCHR,D,21.0,BAJA
200509.0,SCIC,D,333.0,MEDIA
200509.0,SCIE,D,1308.0,MUY ALTA
200509.0,SCIE,D,5.0,BAJA
200509.0,SCIP,D,33.0,BAJA
200509.0,SCIP,I,174.0,MEDIA
200509.0,SCJO,D,268.0,MEDIA
200509.0,SCLC,D,564.0,ALTA
200509.0,SCRD,D,579.0,ALTA
200509.0,SCSE,D,646.0,ALTA
200509.0,SCSE,I,4.0,BAJA
200509.0,SCTB,D,5548.0,MUY ALTA
200509.0,SCTC,D,885.0,ALTA
200509.0,SCTE,D,1260.0,MUY ALTA
200509.0,SCTE,I,11.0,BAJA
200509.0,SCTI,D,3095.0,MUY ALTA
200509.0,SCTN,D,160.0,MEDIA
200509.0,SCVD,D,162.0,MEDIA
200509.0,SCVM,D,1008.0,MUY ALTA
200510.0,SCAP,D,2.0,BAJA
200510.0,SCAR,D,626.0,ALTA
200510.0,SCAR,I,55.0,BAJA
200510.0,SCAT,D,271.0,MEDIA
200510.0,SCBA,D,333.0,MEDIA
200510.0,SCCC,D,40.0,BAJA
200510.0,SCCF,D,485.0,MEDIA
200510.0,SCCH,D,477.0,MEDIA
200510.0,SCCI,D,634.0,ALTA
200510.0,SCCI,I,41.0,BAJA
200510.0,SCCY,D,247.0,MEDIA
200510.0,SCDA,D,1384.0,MUY ALTA
200510.0,SCDA,I,13.0,BAJA
200510.0,SCEL,D,3087.0,MUY ALTA
200510.0,SCEL,I,3030.0,MUY ALTA
200510.0,SCES,D,121.0,MEDIA
200510.0,SCFA,D,1503.0,MUY ALTA
200510.0,SCFA,D,4.0,BAJA
200510.0,SCFM,D,137.0,MEDIA
200510.0,SCFT,D,4.0,BAJA
200510.0,SCGE,D,193.0,MEDIA
200510.0,SCGZ,D,50.0,BAJA
200510.0,SCGZ,I,10.0,BAJA
200510.0,SCHR,D,27.0,BAJA
200510.0,SCIC,D,394.0,MEDIA
200510.0,SCEL,D,1365.0,MUY ALTA
200510.0,SCIE,I,4.0,BAJA
200510.0,SCIP,D,36.0,BAJA
202301.0,SCIP,I,18.0,BAJA
202301.0,SCJO,D,331.0,MEDIA
200510.0,SCEL,D,1189.0,MUY ALTA
200510.0,SCNT,D,6.0,BAJA
200510.0,SCRD,D,174.0,MEDIA
200510.0,SCRM,D,3.0,BAJA
200510.0,SCSE,D,511.0,ALTA
200510.0,SCTB,D,6273.0,MUY ALTA
200510.0,SCTC,D,1071.0,MUY ALTA
200510.0,SCTE,D,1438.0,MUY ALTA
200510.0,SCTE,I,23.0,BAJA
200510.0,SCTI,D,4189.0,MUY ALTA
200510.0,SCTN,D,158.0,MEDIA
200510.0,SCVD,D,142.0,MEDIA
200510.0,SCVM,D,734.0,ALTA
200511.0,SCAR,D,544.0,ALTA
200511.0,SCEL,D,51.0,BAJA
200511.0,SCAT,D,264.0,MEDIA
200511.0,SCAT,I,1.0,BAJA
200511.0,SCBA,D,370.0,MEDIA
200511.0,SCCC,D,42.0,BAJA
200511.0,SCCF,D,524.0,ALTA
200511.0,SCCH,D,447.0,MEDIA
200511.0,SCCI,D,719.0,ALTA
200511.0,SCCI,I,59.0,BAJA
200511.0,SCCY,D,174.0,MEDIA
200511.0,SCDA,D,1508.0,MUY ALTA
200511.0,SCDA,I,26.0,BAJA
200511.0,SCEL,D,3348.0,MUY ALTA
200511.0,SCEL,I,2939.0,MUY ALTA
200511.0,SCES,D,174.0,MEDIA
200511.0,SCEL,D,1570.0,MUY ALTA
200511.0,SCFA,I,1.0,BAJA
200511.0,SCFM,D,135.0,MEDIA
200511.0,SCGE,D,368.0,MEDIA
200511.0,SCGZ,D,67.0,BAJA
200511.0,SCGZ,I,4.0,BAJA
200511.0,SCHR,D,21.0,BAJA
200511.0,SCIC,D,174.0,MEDIA
200511.0,SCIE,D,1321.0,MUY ALTA
200511.0,SCIP,D,31.0,BAJA
200511.0,SCIP,I,21.0,BAJA
200511.0,SCJO,D,258.0,MEDIA
200511.0,SCLC,D,1393.0,MUY ALTA
200511.0,SCNT,D,4.0,BAJA
200511.0,SCRD,D,542.0,ALTA
200511.0,SCRM,D,15.0,BAJA
200511.0,SCSE,D,568.0,ALTA
200511.0,SCSE,I,5.0,BAJA
200511.0,SCTB,D,7064.0,MUY ALTA
200511.0,SCTC,D,1196.0,MUY ALTA
200511.0,SCTC,I,2.0,BAJA
200511.0,SCTE,D,1586.0,MUY ALTA
200511.0,SCTE,I,12.0,BAJA
200511.0,SCTI,D,5892.0,MUY ALTA
200511.0,SCTN,D,230.0,MEDIA
202301.0,SCVD,D,124.0,MEDIA
200511.0,SCVM,D,501.0,ALTA
200512.0,SCAP,D,2.0,BAJA
200512.0,SCAR,D,549.0,ALTA
202301.0,SCAR,I,174.0,MEDIA
200512.0,SCAT,D,240.0,MEDIA
202301.0,SCBA,D,375.0,MEDIA
200512.0,SCBA,I,3.0,BAJA
200512.0,SCCC,D,174.0,MEDIA
200512.0,SCCF,D,533.0,ALTA
200512.0,SCCF,I,174.0,MEDIA
200512.0,SCCH,D,605.0,ALTA
200512.0,SCCI,D,963.0,ALTA
200512.0,SCCI,I,68.0,BAJA
200512.0,SCCY,D,270.0,MEDIA
200512.0,SCCY,I,2.0,BAJA
200512.0,SCDA,D,1462.0,MUY ALTA
202301.0,SCDA,I,17.0,BAJA
200512.0,SCEL,D,3407.0,MUY ALTA
202301.0,SCEL,I,3167.0,MUY ALTA
200512.0,SCES,D,99.0,BAJA
200512.0,SCEL,D,1659.0,MUY ALTA
200512.0,SCFA,I,6.0,BAJA
200512.0,SCFM,D,134.0,MEDIA
200512.0,SCFT,D,32.0,BAJA
200512.0,SCGE,D,311.0,MEDIA
200512.0,SCGZ,D,83.0,BAJA
200512.0,SCGZ,I,14.0,BAJA
200512.0,SCHR,D,82.0,BAJA
200512.0,SCIC,D,354.0,MEDIA
200512.0,SCIE,D,1748.0,MUY ALTA
200512.0,SCIP,D,36.0,BAJA
200512.0,SCIP,I,18.0,BAJA
200512.0,SCJO,D,303.0,MEDIA
200512.0,SCLC,D,1085.0,MUY ALTA
200512.0,SCNT,D,59.0,BAJA
200512.0,SCNT,I,1.0,BAJA
200512.0,SCRD,D,630.0,ALTA
200512.0,SCEL,D,13.0,BAJA
202301.0,SCSE,D,724.0,ALTA
200512.0,SCSE,D,2.0,BAJA
200512.0,SCTB,D,6740.0,MUY ALTA
200512.0,SCTC,D,914.0,ALTA
200512.0,SCTE,D,1855.0,MUY ALTA
200512.0,SCTE,I,14.0,BAJA
200512.0,SCTI,D,5324.0,MUY ALTA
200512.0,SCTN,D,347.0,MEDIA
200512.0,SCVD,D,158.0,MEDIA
200512.0,SCVM,D,737.0,ALTA
200512.0,SCVM,I,2.0,BAJA
200601.0,SCAP,D,2.0,BAJA
200601.0,SCAR,D,624.0,ALTA
200601.0,SCAR,I,48.0,BAJA
200601.0,SCAT,D,317.0,MEDIA
200601.0,SCAT,I,2.0,BAJA
200601.0,SCBA,D,457.0,MEDIA
200601.0,SCCC,D,44.0,BAJA
200601.0,SCCF,D,596.0,ALTA
200601.0,SCCH,D,474.0,MEDIA
200601.0,SCCI,D,987.0,ALTA
200601.0,SCCI,I,65.0,BAJA
200601.0,SCCY,D,236.0,MEDIA
200601.0,SCEL,D,1554.0,MUY ALTA
200601.0,SCDA,I,36.0,BAJA
200601.0,SCEL,D,3625.0,MUY ALTA
200601.0,SCEL,I,3312.0,MUY ALTA
200601.0,SCES,D,69.0,BAJA
200601.0,SCFA,D,1772.0,MUY ALTA
200601.0,SCFA,D,1.0,BAJA
200601.0,SCFM,D,135.0,MEDIA
200601.0,SCFT,D,26.0,BAJA
200601.0,SCGE,D,174.0,MEDIA
200601.0,SCGZ,D,69.0,BAJA
200601.0,SCGZ,I,22.0,BAJA
200601.0,SCHR,D,139.0,MEDIA
200601.0,SCIC,D,511.0,ALTA
200601.0,SCEL,I,8.0,BAJA
200601.0,SCIE,D,1305.0,MUY ALTA
200601.0,SCIP,D,48.0,BAJA
200601.0,SCIP,I,25.0,BAJA
200601.0,SCJO,D,317.0,MEDIA
200601.0,SCLC,D,1402.0,MUY ALTA
202301.0,SCNT,D,41.0,BAJA
200601.0,SCNT,I,5.0,BAJA
200601.0,SCRD,D,927.0,ALTA
202301.0,SCRM,D,48.0,BAJA
200601.0,SCRM,I,174.0,MEDIA
202301.0,SCSE,D,686.0,ALTA
200601.0,SCSE,I,5.0,BAJA
200601.0,SCTB,D,6676.0,MUY ALTA
200601.0,SCTC,D,1121.0,MUY ALTA
200601.0,SCTC,I,6.0,BAJA
200601.0,SCTE,D,2089.0,MUY ALTA
200601.0,SCTE,I,23.0,BAJA
202301.0,SCTI,D,4154.0,MUY ALTA
202301.0,SCTN,D,291.0,MEDIA
200601.0,SCVD,D,142.0,MEDIA
200601.0,SCVM,D,1.0,BAJA
200602.0,SCAP,D,8.0,BAJA
200602.0,SCAR,D,546.0,ALTA
200602.0,SCAR,I,49.0,BAJA
200602.0,SCAT,D,357.0,MEDIA
200602.0,SCBA,D,436.0,MEDIA
200602.0,SCCC,D,26.0,BAJA
200602.0,SCCF,D,174.0,MEDIA
200602.0,SCCF,I,1.0,BAJA
200602.0,SCCH,D,384.0,MEDIA
200602.0,SCCI,D,844.0,ALTA
202301.0,SCCI,I,174.0,MEDIA
200602.0,SCCY,D,255.0,MEDIA
200602.0,SCDA,D,1443.0,MUY ALTA
202301.0,SCDA,I,22.0,BAJA
200602.0,SCEL,D,3142.0,MUY ALTA
200602.0,SCEL,I,3037.0,MUY ALTA
200602.0,SCES,D,60.0,BAJA
200602.0,SCFA,D,1591.0,MUY ALTA
200602.0,SCFA,I,5.0,BAJA
200602.0,SCFM,D,110.0,MEDIA
200602.0,SCFT,D,26.0,BAJA
200602.0,SCGE,D,133.0,MEDIA
200602.0,SCGZ,D,67.0,BAJA
200602.0,SCEL,I,7.0,BAJA
200602.0,SCHR,D,238.0,MEDIA
200602.0,SCIC,D,346.0,MEDIA
200602.0,SCIE,D,1262.0,MUY ALTA
200602.0,SCIP,D,48.0,BAJA
200602.0,SCIP,I,19.0,BAJA
200602.0,SCJO,D,364.0,MEDIA
200602.0,SCLC,D,818.0,ALTA
200602.0,SCNT,D,46.0,BAJA
200602.0,SCNT,I,6.0,BAJA
200602.0,SCRD,D,774.0,ALTA
200602.0,SCRM,D,16.0,BAJA
200602.0,SCSE,D,561.0,ALTA
202301.0,SCTB,D,5185.0,MUY ALTA
202301.0,SCTC,D,1147.0,MUY ALTA
200602.0,SCTE,D,1865.0,MUY ALTA
200602.0,SCTE,I,34.0,BAJA
200602.0,SCTN,D,290.0,MEDIA
200602.0,SCVD,D,179.0,MEDIA
200602.0,SCVM,D,1117.0,MUY ALTA
200603.0,SCAR,D,509.0,ALTA
200603.0,SCAR,I,58.0,BAJA
200603.0,SCAT,D,484.0,MEDIA
200603.0,SCBA,D,389.0,MEDIA
200603.0,SCCC,D,29.0,BAJA
200603.0,SCCF,D,602.0,ALTA
200603.0,SCCF,I,174.0,MEDIA
200603.0,SCCH,D,366.0,MEDIA
200603.0,SCCI,D,785.0,ALTA
200603.0,SCCI,I,39.0,BAJA
200603.0,SCCY,D,358.0,MEDIA
200603.0,SCDA,D,1458.0,MUY ALTA
200603.0,SCDA,I,142.0,MEDIA
200603.0,SCEL,D,3665.0,MUY ALTA
200603.0,SCEL,I,3243.0,MUY ALTA
200603.0,SCES,D,74.0,BAJA
200603.0,SCEL,D,1924.0,MUY ALTA
200603.0,SCEL,D,146.0,MEDIA
200603.0,SCFT,D,10.0,BAJA
200603.0,SCGE,D,158.0,MEDIA
200603.0,SCGZ,D,65.0,BAJA
200603.0,SCGZ,I,16.0,BAJA
200603.0,SCHR,D,268.0,MEDIA
200603.0,SCIC,D,358.0,MEDIA
200603.0,SCIE,D,1479.0,MUY ALTA
200603.0,SCIP,D,45.0,BAJA
200603.0,SCIP,I,24.0,BAJA
200603.0,SCJO,D,305.0,MEDIA
200603.0,SCLC,D,551.0,ALTA
200603.0,SCNT,D,45.0,BAJA
200603.0,SCNT,I,5.0,BAJA
200603.0,SCRD,D,772.0,ALTA
200603.0,SCRM,D,16.0,BAJA
200603.0,SCRM,I,1.0,BAJA
200603.0,SCSE,D,667.0,ALTA
200603.0,SCSE,I,174.0,MEDIA
200603.0,SCTB,D,6018.0,MUY ALTA
200603.0,SCTC,D,906.0,ALTA
202301.0,SCTC,I,174.0,MEDIA
200603.0,SCTE,D,1780.0,MUY ALTA
200603.0,SCTE,I,29.0,BAJA
200603.0,SCTN,D,278.0,MEDIA
200603.0,SCVD,D,140.0,MEDIA
200603.0,SCVM,D,876.0,ALTA
200603.0,SCVM,I,1.0,BAJA
200604.0,SCAR,D,174.0,MEDIA
202301.0,SCAR,I,47.0,BAJA
200604.0,SCAT,D,419.0,MEDIA
200604.0,SCAT,I,2.0,BAJA
200604.0,SCBA,D,326.0,MEDIA
200604.0,SCCC,D,34.0,BAJA
200604.0,SCCF,D,548.0,ALTA
200604.0,SCCH,D,270.0,MEDIA
200604.0,SCCI,D,607.0,ALTA
200604.0,SCCI,I,16.0,BAJA
202301.0,SCCY,D,349.0,MEDIA
202301.0,SCDA,D,1364.0,MUY ALTA
200604.0,SCDA,D,102.0,MEDIA
200604.0,SCEL,D,3186.0,MUY ALTA
